T;Heated Black Aluminum (TH1-0);Blue Aluminum (TH1-1);Polished Aluminum (TH1-2);Red Aluminum (TH0-3);Heated Carbon (TH2-0);Black Aluminum (TH2-1);Carbon (TH2-2);Titanium (TH2-3);Photodiode
2912;93.5;23.8;20.2;12.3;93.7;22.4;19.8;25;44.4
2913;93.7;23.8;20.2;12.3;93.9;22.5;19.9;25;46
2914;93.7;23.9;20.2;12.4;94.1;22.5;20;25.2;47.9
2915;93.8;24;20.3;12.5;94.2;22.6;20.2;25.3;50.1
2916;93.9;24;20.3;12.5;94.4;22.7;20.3;25.4;52.5
2917;94;24.1;20.3;12.6;94.5;22.8;20.4;25.5;55.1
2918;94.1;24.2;20.3;12.7;94.7;22.8;20.6;25.7;57.5
2919;94.1;24.3;20.4;12.7;94.9;22.9;20.7;25.8;62.1
2920;94.2;24.4;20.4;12.8;95.1;23;20.8;25.9;68.2
2921;94.3;24.5;20.4;12.9;95.3;23.1;20.9;26;74.2
2922;94.4;24.5;20.4;13;95.5;23.2;21.1;26.2;80.8
2923;94.5;24.6;20.5;13;95.7;23.3;21.2;26.3;88.2
2924;94.6;24.7;20.5;13.1;95.9;23.4;21.3;26.5;96
2925;94.7;24.8;20.5;13.2;96.1;23.5;21.5;26.6;104
2926;94.8;24.9;20.6;13.2;96.3;23.5;21.7;26.8;112.3
2927;94.9;24.9;20.6;13.3;96.4;23.6;21.7;26.9;120.9
2928;95;25;20.6;13.4;96.6;23.7;21.9;27;129.8
2929;95.1;25.1;20.6;13.5;96.8;23.8;22;27.1;136.6
2930;95.2;25.2;20.7;13.6;97;23.8;22.1;27.3;145.8
2931;95.3;25.3;20.7;13.7;97.2;23.9;22.3;27.4;155.1
2932;95.4;25.4;20.7;13.7;97.5;24;22.4;27.6;164.3
2933;95.5;25.5;20.8;13.8;97.6;24.1;22.6;27.7;173.3
2934;95.5;25.5;20.8;13.9;97.9;24.2;22.8;27.9;182.1
2935;95.6;25.7;20.8;14;98.1;24.3;22.9;28;190.8
2936;95.7;25.7;20.8;14;98.2;24.4;23;28.2;199.5
2937;95.8;25.8;20.9;14.1;98.5;24.5;23.2;28.3;208.3
2938;95.9;25.9;20.9;14.2;98.6;24.6;23.3;28.4;216.8
2939;96;25.9;21;14.3;98.8;24.7;23.5;28.6;223.1
2940;96.1;26;21;14.3;99;24.8;23.6;28.7;231.3
2941;96.2;26.1;21;14.4;99.2;24.9;23.8;28.9;239.4
2942;96.3;26.2;21;14.5;99.4;24.9;23.9;29.1;247.3
2943;96.4;26.3;21.1;14.6;99.6;25;24.1;29.2;254.9
2944;96.5;26.4;21.1;14.6;99.8;25.1;24.2;29.4;262.2
2945;96.6;26.5;21.1;14.7;100;25.2;24.3;29.5;269.2
2946;96.7;26.6;21.2;14.8;100.2;25.3;24.6;29.7;275.7
2947;96.8;26.7;21.2;14.9;100.3;25.4;24.7;29.8;281.6
2948;96.8;26.7;21.3;15;100.5;25.5;24.8;30;287.1
2949;96.9;26.8;21.3;15;100.7;25.6;25;30.1;291.9
2950;97;26.9;21.3;15.1;100.8;25.7;25.1;30.3;295.2
2951;97.1;27;21.3;15.2;101;25.7;25.2;30.4;298.8
2952;97.2;27.1;21.4;15.2;101.2;25.9;25.4;30.6;301.4
2953;97.3;27.2;21.4;15.3;101.4;26;25.5;30.7;303.4
2954;97.4;27.3;21.4;15.4;101.5;26;25.7;30.9;304.8
2955;97.5;27.3;21.5;15.5;101.7;26.1;25.8;31;305.6
2956;97.6;27.4;21.5;15.6;101.9;26.2;26;31.2;305.6
2957;97.7;27.5;21.5;15.6;102.1;26.3;26.1;31.3;304.5
2958;97.8;27.6;21.6;15.7;102.2;26.3;26.2;31.5;302.8
2959;97.8;27.7;21.6;15.8;102.4;26.4;26.3;31.6;300.4
2960;97.9;27.8;21.6;15.9;102.5;26.5;26.5;31.7;298.1
2961;98;27.8;21.7;15.9;102.7;26.6;26.6;31.9;294.7
2962;98.1;27.9;21.7;16;102.9;26.7;26.8;32;290.6
2963;98.2;28;21.7;16.1;103.1;26.7;26.9;32.2;286
2964;98.2;28;21.7;16.2;103.2;26.9;27;32.3;281
2965;98.3;28.1;21.8;16.2;103.4;26.9;27.2;32.5;275.6
2966;98.4;28.2;21.8;16.3;103.5;27;27.3;32.6;269.8
2967;98.5;28.3;21.9;16.4;103.6;27.1;27.5;32.8;264
2968;98.5;28.4;21.9;16.4;103.8;27.2;27.6;32.9;257.6
2969;98.6;28.4;21.9;16.5;103.9;27.2;27.7;33;250.9
2970;98.7;28.5;21.9;16.6;104;27.3;27.9;33.1;243.8
2971;98.7;28.6;22;16.6;104.2;27.4;27.9;33.3;238.3
2972;98.8;28.6;22;16.7;104.3;27.4;28.1;33.4;230.7
2973;98.9;28.7;22;16.8;104.5;27.5;28.2;33.5;223
2974;98.9;28.8;22.1;16.8;104.6;27.6;28.3;33.7;215.1
2975;99;28.8;22.1;16.9;104.6;27.7;28.4;33.8;207
2976;99.1;28.9;22.1;16.9;104.8;27.7;28.6;33.9;198.7
2977;99.1;29;22.2;17;104.9;27.8;28.7;34;190.3
2978;99.2;29;22.2;17.1;105;27.9;28.8;34.2;182
2979;99.2;29.1;22.3;17.1;105.2;28;28.9;34.3;173.6
2980;99.3;29.1;22.3;17.2;105.2;28;29;34.4;164.9
2981;99.4;29.2;22.3;17.2;105.3;28.1;29.1;34.6;156.4
2982;99.4;29.3;22.3;17.3;105.4;28.2;29.2;34.7;149.9
2983;99.4;29.3;22.4;17.3;105.5;28.2;29.3;34.8;141.3
2984;99.5;29.4;22.4;17.4;105.6;28.2;29.4;34.9;132.2
2985;99.6;29.4;22.4;17.4;105.7;28.3;29.5;35;123.1
2986;99.6;29.5;22.5;17.5;105.8;28.4;29.6;35.1;114
2987;99.7;29.5;22.5;17.6;105.8;28.4;29.7;35.2;105.2
2988;99.7;29.6;22.5;17.6;105.9;28.5;29.8;35.3;96.7
2989;99.7;29.6;22.5;17.6;106;28.5;29.9;35.4;88.6
2990;99.8;29.7;22.5;17.7;106;28.5;30;35.5;80.9
2991;99.8;29.7;22.6;17.7;106.1;28.6;30;35.6;73.9
2992;99.8;29.7;22.6;17.8;106.2;28.6;30.1;35.7;67.3
2993;99.9;29.8;22.6;17.8;106.2;28.7;30.2;35.8;62.7
2994;99.9;29.9;22.6;17.8;106.3;28.7;30.3;35.9;57.8
2995;99.9;29.9;22.7;17.9;106.3;28.8;30.3;35.9;53.6
2996;99.9;29.9;22.7;17.9;106.4;28.8;30.5;36;49.7
2997;100;30;22.7;18;106.4;28.8;30.5;36.1;46
2998;100;30;22.7;18;106.4;28.9;30.6;36.2;42.8
2999;100;30;22.8;18;106.5;28.9;30.6;36.2;40
3000;100;30.1;22.8;18;106.5;29;30.7;36.3;37.5
3001;100;30.1;22.8;18.1;106.5;29;30.8;36.4;35.3
3002;100.1;30.1;22.8;18.1;106.5;29;30.8;36.4;33.2
3003;100.1;30.1;22.8;18.1;106.5;29;30.8;36.5;31.9
3004;100.1;30.2;22.8;18.2;106.5;29.1;30.9;36.6;30.3
3005;100.1;30.2;22.9;18.2;106.6;29.1;30.9;36.7;28.7
3006;100.1;30.2;22.9;18.2;106.6;29.1;31;36.7;27.5
3007;100.1;30.2;22.9;18.2;106.6;29.1;31;36.8;26.1
3008;100.1;30.2;22.9;18.3;106.6;29.2;31;36.8;24.7
3009;100.1;30.2;22.9;18.3;106.5;29.2;31.1;36.9;23.4
3010;100.1;30.2;22.9;18.3;106.5;29.2;31.1;36.9;21.9
3011;100.1;30.2;23;18.3;106.5;29.2;31.1;37;20.7
3012;100.1;30.2;23;18.3;106.5;29.2;31.1;37;19.4
3013;100.1;30.3;23;18.3;106.5;29.2;31.2;37;18.2
3014;100;30.3;23;18.3;106.4;29.3;31.2;37.1;17.5
3015;100.1;30.3;23;18.3;106.4;29.2;31.2;37.1;16.5
3016;100;30.3;23;18.3;106.3;29.2;31.2;37.1;15.4
3017;100;30.3;23;18.3;106.3;29.2;31.2;37.1;14.6
3018;100;30.3;23;18.4;106.2;29.2;31.2;37.1;13.8
3019;100;30.2;23.1;18.3;106.2;29.3;31.2;37.2;13.2
3020;99.9;30.2;23.1;18.3;106.1;29.3;31.2;37.2;12.2
3021;99.9;30.2;23.1;18.3;106;29.2;31.2;37.2;11.7
3022;99.9;30.2;23.1;18.3;106;29.2;31.2;37.2;11.1
3023;99.8;30.2;23.1;18.3;105.8;29.2;31.2;37.2;10.6
3024;99.8;30.2;23.1;18.3;105.8;29.2;31.2;37.2;10.1
3025;99.8;30.2;23.1;18.3;105.7;29.2;31.1;37.2;9.5
3026;99.7;30.2;23.1;18.2;105.7;29.2;31.1;37.2;9
3027;99.7;30.1;23.1;18.2;105.5;29.1;31.1;37.1;8.5
3028;99.6;30.1;23.1;18.2;105.5;29.1;31;37.1;7.9
3029;99.6;30.1;23.1;18.2;105.3;29.1;31;37.1;7.4
3030;99.5;30;23.1;18.2;105.2;29;31;37.1;6.9
3031;99.4;30;23.1;18.2;105.1;29;30.9;37;6.1
3032;99.4;30;23.1;18.1;105;29;30.9;37;5.4
3033;99.3;29.9;23.1;18.1;104.8;28.9;30.8;37;5.1
3034;99.3;29.9;23.1;18.1;104.8;28.9;30.8;37;4.8
3035;99.2;29.8;23.1;18.1;104.6;28.9;30.7;36.9;4.2
3036;99.2;29.8;23.1;18;104.5;28.8;30.7;36.9;4.1
3037;99.1;29.7;23.1;18;104.3;28.8;30.6;36.9;3.3
3038;99;29.7;23.1;18;104.2;28.8;30.5;36.8;2.1
3039;99;29.7;23.1;17.9;104;28.7;30.5;36.8;1
3040;98.9;29.6;23.1;17.9;103.9;28.7;30.4;36.7;0.5
3041;98.8;29.5;23.1;17.9;103.7;28.6;30.3;36.7;0.5
3042;98.7;29.5;23.1;17.8;103.6;28.6;30.2;36.6;0.5
3043;98.7;29.4;23.1;17.7;103.4;28.5;30.2;36.5;0.5
3044;98.6;29.4;23;17.7;103.3;28.5;30.1;36.5;0.5
3045;98.5;29.3;23;17.7;103.1;28.4;30;36.4;0.5
3046;98.4;29.2;23;17.6;103;28.4;29.9;36.4;0.5
3047;98.3;29.2;23;17.6;102.8;28.3;29.9;36.3;0.5
3048;98.3;29.2;23;17.5;102.6;28.2;29.8;36.2;0.5
3049;98.2;29.1;23;17.5;102.5;28.2;29.7;36.1;0.5
3050;98.1;29;22.9;17.4;102.3;28.1;29.6;36.1;0.5
3051;98;28.9;23;17.3;102.1;28;29.5;36;0.5
3052;98;28.9;23;17.3;102;28;29.4;35.9;0.5
3053;97.9;28.9;22.9;17.3;101.8;27.9;29.3;35.9;0.5
3054;97.9;28.8;22.9;17.2;101.7;27.9;29.3;35.8;0.5
3055;97.8;28.8;22.9;17.2;101.6;27.8;29.2;35.7;0.5
3056;97.7;28.7;22.9;17.1;101.4;27.8;29.1;35.6;0.5
3057;97.6;28.7;22.9;17.1;101.3;27.7;29.1;35.5;0.5
3058;97.6;28.6;22.9;17.1;101.2;27.7;29;35.5;0.5
3059;97.5;28.5;22.9;17;101;27.6;28.9;35.4;0.5
3060;97.4;28.5;22.9;17;100.9;27.6;28.9;35.3;0.5
3061;97.3;28.5;22.8;16.9;100.7;27.6;28.8;35.3;0.5
3062;97.3;28.4;22.8;16.9;100.6;27.5;28.7;35.2;0.5
3063;97.2;28.4;22.8;16.9;100.5;27.4;28.7;35.1;0.5
3064;97.2;28.3;22.8;16.8;100.3;27.4;28.6;35;0.5
3065;97.1;28.3;22.8;16.8;100.2;27.3;28.5;34.9;0.5
3066;97;28.3;22.8;16.7;100.1;27.3;28.5;34.9;0.5
3067;97;28.2;22.8;16.7;100;27.3;28.4;34.8;0.5
3068;96.9;28.1;22.8;16.6;99.8;27.2;28.3;34.8;0.5
3069;96.8;28.1;22.8;16.6;99.7;27.1;28.3;34.7;0.5
3070;96.8;28.1;22.8;16.6;99.6;27.1;28.2;34.6;0.5
3071;96.8;28.1;22.8;16.5;99.5;27.1;28.1;34.5;0.5
3072;96.7;28;22.8;16.5;99.3;27;28.1;34.5;0.5
3073;96.6;28;22.8;16.5;99.2;27;28;34.4;0.5
3074;96.5;27.9;22.7;16.4;99.1;26.9;28;34.3;0.5
3075;96.5;27.9;22.7;16.3;99.1;26.9;27.9;34.3;0.5
3076;96.4;27.8;22.7;16.3;98.9;26.9;27.9;34.2;0.5
3077;96.4;27.8;22.7;16.3;98.8;26.8;27.8;34.2;0.5
3078;96.3;27.7;22.7;16.2;98.7;26.8;27.7;34;0.5
3079;96.3;27.7;22.7;16.2;98.6;26.7;27.7;34;0.5
3080;96.2;27.7;22.7;16.2;98.5;26.7;27.6;33.9;0.5
3081;96.1;27.6;22.7;16.1;98.4;26.6;27.5;33.8;0.5
3082;96.1;27.6;22.7;16.1;98.3;26.6;27.5;33.8;0.5
3083;96.1;27.6;22.7;16;98.2;26.5;27.4;33.7;0.5
3084;96;27.5;22.6;16;98;26.5;27.3;33.7;0.5
3085;96;27.5;22.6;16;98;26.5;27.2;33.6;0.5
3086;95.9;27.4;22.6;15.9;97.9;26.4;27.2;33.5;0.5
3087;95.9;27.4;22.6;15.9;97.8;26.4;27.2;33.4;0.5
3088;95.8;27.4;22.6;15.9;97.7;26.4;27.1;33.4;0.5
3089;95.8;27.3;22.6;15.8;97.6;26.3;27;33.3;0.5
3090;95.7;27.3;22.6;15.8;97.4;26.2;27;33.3;0.5
3091;95.7;27.2;22.6;15.8;97.4;26.2;26.9;33.2;0.5
3092;95.6;27.2;22.6;15.7;97.3;26.2;26.9;33.1;0.5
3093;95.6;27.2;22.5;15.7;97.2;26.1;26.8;33;0.5
3094;95.5;27.1;22.5;15.7;97.1;26.1;26.8;33;0.5
3095;95.5;27.1;22.5;15.6;97;26;26.7;32.9;0.5
3096;95.4;27.1;22.5;15.6;96.9;26;26.7;32.8;0.5
3097;95.4;27;22.5;15.6;96.8;26;26.6;32.8;0.5
3098;95.3;27;22.5;15.5;96.8;25.9;26.5;32.7;0.5
3099;95.3;26.9;22.5;15.5;96.6;25.9;26.5;32.7;0.5
3100;95.3;26.9;22.5;15.5;96.6;25.8;26.4;32.6;0.5
3101;95.2;26.9;22.5;15.4;96.5;25.8;26.4;32.6;0.5
3102;95.2;26.8;22.5;15.4;96.4;25.8;26.3;32.5;0.5
3103;95.1;26.8;22.4;15.3;96.3;25.8;26.2;32.4;0.5
3104;95.1;26.8;22.4;15.3;96.2;25.7;26.2;32.4;0.5
3105;95;26.7;22.4;15.3;96.1;25.7;26.1;32.3;0.5
3106;95;26.7;22.4;15.2;96;25.6;26;32.3;0.5
3107;95;26.6;22.4;15.2;96;25.6;26;32.2;0.5
3108;94.9;26.6;22.4;15.2;95.8;25.6;25.9;32.1;0.5
3109;94.9;26.6;22.4;15.2;95.8;25.6;25.9;32.1;0.5
3110;94.9;26.6;22.4;15.1;95.7;25.5;25.8;32;0.7
3111;94.8;26.5;22.4;15.1;95.6;25.5;25.8;32;1
3112;94.8;26.5;22.4;15.1;95.6;25.4;25.7;31.9;1
3113;94.7;26.5;22.4;15;95.5;25.4;25.7;31.9;1
3114;94.7;26.4;22.4;15;95.4;25.3;25.6;31.8;1
3115;94.6;26.4;22.3;15;95.3;25.3;25.5;31.8;1
3116;94.6;26.4;22.3;14.9;95.3;25.3;25.5;31.7;1
3117;94.6;26.3;22.3;14.9;95.2;25.3;25.4;31.6;1
3118;94.5;26.3;22.3;14.8;95.1;25.2;25.4;31.6;1
3119;94.5;26.3;22.3;14.8;95.1;25.2;25.3;31.5;1
3120;94.5;26.2;22.3;14.8;95;25.1;25.2;31.5;1
3121;94.4;26.2;22.3;14.8;94.9;25.1;25.2;31.4;1
3122;94.4;26.2;22.3;14.7;94.9;25;25.1;31.3;1
3123;94.3;26.1;22.3;14.7;94.8;25;25.1;31.3;1
3124;94.3;26.1;22.3;14.7;94.7;25;25;31.3;1
3125;94.3;26.1;22.3;14.7;94.6;25;25;31.2;1
3126;94.2;26;22.3;14.6;94.6;24.9;24.9;31.1;1
3127;94.2;26;22.2;14.6;94.5;24.9;24.9;31;1
3128;94.2;26;22.2;14.6;94.4;24.9;24.8;31;1
3129;94.1;25.9;22.2;14.5;94.4;24.8;24.8;31;1
3130;94.1;25.9;22.2;14.5;94.3;24.8;24.7;30.9;1
3131;94.1;25.9;22.2;14.5;94.2;24.8;24.7;30.8;1
3132;94.1;25.8;22.2;14.5;94.2;24.7;24.6;30.8;1
3133;94;25.8;22.2;14.4;94.1;24.7;24.6;30.8;1
3134;94;25.8;22.2;14.4;94;24.7;24.5;30.7;1
3135;94;25.7;22.2;14.4;94;24.6;24.5;30.6;1
3136;93.9;25.7;22.1;14.3;93.9;24.6;24.4;30.6;1
3137;93.9;25.7;22.1;14.3;93.9;24.6;24.3;30.5;1
3138;93.9;25.6;22.1;14.3;93.8;24.6;24.3;30.5;1
3139;93.8;25.6;22.1;14.2;93.8;24.5;24.2;30.4;1
3140;93.8;25.6;22.1;14.2;93.7;24.5;24.2;30.4;1
3141;93.8;25.6;22.1;14.2;93.6;24.5;24.1;30.3;1
3142;93.8;25.5;22.1;14.1;93.6;24.4;24.1;30.3;1.5
3143;93.7;25.5;22.1;14.1;93.5;24.4;24;30.3;1.6
3144;93.7;25.5;22.1;14.1;93.5;24.4;24;30.2;1.6
3145;93.7;25.5;22.1;14.1;93.4;24.4;23.9;30.2;1.6
3146;93.6;25.4;22.1;14;93.4;24.3;23.9;30.1;1.6
3147;93.6;25.4;22;14;93.3;24.3;23.8;30.1;1.6
3148;93.6;25.4;22;14;93.3;24.2;23.8;30;1.6
3149;93.6;25.4;22;13.9;93.2;24.2;23.7;29.9;1.6
3150;93.5;25.3;22;13.9;93.2;24.2;23.7;29.9;1.6
3151;93.5;25.3;22;13.9;93.1;24.1;23.6;29.9;1.6
3152;93.5;25.3;22;13.9;93.1;24.1;23.6;29.8;1.6
3153;93.4;25.3;22;13.8;93.1;24.1;23.5;29.7;1.6
3154;93.4;25.2;22;13.8;93;24.1;23.5;29.7;1.6
3155;93.4;25.2;22;13.8;93;24;23.4;29.7;1.6
3156;93.4;25.2;22;13.8;92.9;24;23.4;29.6;1.6
3157;93.3;25.1;21.9;13.7;92.9;24;23.3;29.6;2
3158;93.3;25.1;21.9;13.7;92.8;24;23.3;29.5;2.1
3159;93.3;25.1;21.9;13.7;92.8;23.9;23.2;29.5;2.1
3160;93.3;25.1;21.9;13.6;92.8;23.9;23.2;29.4;2.1
3161;93.2;25;21.9;13.6;92.7;23.9;23.2;29.3;2.1
3162;93.2;25;21.9;13.6;92.6;23.8;23.1;29.3;2.1
3163;93.2;25;21.9;13.6;92.6;23.8;23.1;29.3;2.1
3164;93.2;24.9;21.9;13.6;92.6;23.8;23;29.3;2.1
3165;93.2;24.9;21.9;13.5;92.5;23.8;23;29.2;2.1
3166;93.1;24.9;21.8;13.5;92.5;23.7;22.9;29.2;2.1
3167;93.1;24.9;21.8;13.5;92.5;23.7;22.9;29.1;2.1
3168;93.1;24.9;21.8;13.4;92.4;23.7;22.9;29.1;2.1
3169;93.1;24.8;21.8;13.4;92.4;23.7;22.8;29;2.1
3170;93.1;24.8;21.8;13.4;92.3;23.7;22.8;29;2.6
3171;93.1;24.8;21.8;13.3;92.3;23.6;22.8;29;2.6
3172;93;24.8;21.8;13.4;92.2;23.6;22.7;28.9;2.6
3173;93;24.7;21.8;13.3;92.2;23.6;22.7;28.8;2.6
3174;93;24.7;21.8;13.3;92.2;23.6;22.6;28.8;2.6
3175;93;24.7;21.8;13.3;92.1;23.5;22.6;28.8;2.6
3176;93;24.7;21.7;13.2;92.1;23.5;22.5;28.7;2.6
3177;92.9;24.7;21.7;13.2;92.1;23.5;22.5;28.7;2.6
3178;92.9;24.6;21.7;13.2;92;23.5;22.4;28.6;2.6
3179;92.9;24.6;21.7;13.2;92;23.4;22.4;28.6;2.6
3180;92.9;24.5;21.7;13.2;92;23.4;22.4;28.6;2.6
3181;92.9;24.6;21.7;13.1;91.9;23.4;22.3;28.5;3.1
3182;92.8;24.5;21.7;13.1;91.9;23.3;22.3;28.5;3.2
3183;92.8;24.5;21.7;13.1;91.9;23.3;22.2;28.4;3.2
3184;92.8;24.5;21.7;13.1;91.8;23.3;22.2;28.4;3.2
3185;92.8;24.4;21.7;13;91.8;23.3;22.1;28.4;3.2
3186;92.8;24.4;21.7;13;91.7;23.2;22.1;28.3;3.2
3187;92.8;24.4;21.6;13;91.7;23.2;22.1;28.3;3.2
3188;92.7;24.4;21.6;13;91.7;23.2;22;28.3;3.2
3189;92.7;24.4;21.6;13;91.7;23.2;22;28.3;3.2
3190;92.7;24.3;21.6;12.9;91.6;23.1;22;28.2;3.2
3191;92.7;24.3;21.6;12.9;91.6;23.1;21.9;28.2;3.7
3192;92.7;24.3;21.6;12.9;91.6;23.1;21.9;28.2;3.7
3193;92.6;24.3;21.6;12.9;91.6;23.1;21.8;28.1;3.7
3194;92.6;24.3;21.6;12.9;91.5;23.1;21.8;28.1;3.7
3195;92.6;24.3;21.6;12.8;91.5;23;21.8;28;3.7
3196;92.6;24.2;21.6;12.8;91.5;23;21.8;28;3.7
3197;92.6;24.2;21.5;12.8;91.4;23;21.7;28;3.7
3198;92.5;24.2;21.5;12.8;91.4;23;21.7;27.9;3.7
3199;92.5;24.2;21.6;12.8;91.4;23;21.6;27.9;3.7
3200;92.5;24.1;21.5;12.7;91.4;22.9;21.6;27.9;4.2
3201;92.5;24.1;21.5;12.7;91.3;22.9;21.5;27.8;4.2
3202;92.5;24.1;21.5;12.7;91.3;22.9;21.5;27.7;4.2
3203;92.5;24.1;21.5;12.7;91.3;22.8;21.5;27.7;4.2
3204;92.5;24.1;21.5;12.7;91.3;22.8;21.4;27.7;4.2
3205;92.4;24.1;21.5;12.6;91.3;22.8;21.4;27.6;4.2
3206;92.4;24;21.5;12.6;91.2;22.8;21.4;27.6;4.2
3207;92.4;24;21.5;12.6;91.2;22.8;21.4;27.6;4.8
3208;92.4;24;21.5;12.6;91.2;22.8;21.3;27.5;4.8
3209;92.4;24;21.5;12.5;91.2;22.7;21.3;27.5;4.8
3210;92.4;23.9;21.5;12.5;91.2;22.8;21.2;27.5;4.8
3211;92.4;23.9;21.4;12.5;91.1;22.7;21.2;27.4;4.8
3212;92.4;23.9;21.4;12.5;91.1;22.7;21.2;27.4;4.8
3213;92.3;23.9;21.4;12.5;91.1;22.7;21.1;27.4;4.9
3214;92.3;23.9;21.4;12.4;91.1;22.6;21.1;27.3;5.3
3215;92.3;23.9;21.4;12.4;91.1;22.6;21.1;27.3;5.3
3216;92.3;23.8;21.4;12.4;91.1;22.6;21.1;27.3;5.3
3217;92.3;23.8;21.4;12.4;91;22.6;21;27.3;5.3
3218;92.3;23.8;21.4;12.4;91;22.6;21;27.2;5.3
3219;92.3;23.8;21.4;12.3;91;22.6;20.9;27.2;5.3
3220;92.2;23.8;21.4;12.3;91;22.5;20.9;27.2;5.8
3221;92.2;23.7;21.4;12.3;90.9;22.5;20.9;27.1;5.8
3222;92.2;23.7;21.4;12.3;90.9;22.5;20.9;27.1;5.8
3223;92.2;23.7;21.3;12.2;90.9;22.5;20.8;27.1;5.8
3224;92.2;23.7;21.3;12.2;90.9;22.5;20.8;27;5.8
3225;92.2;23.6;21.3;12.2;90.9;22.4;20.8;27;5.8
3226;92.2;23.6;21.3;12.2;90.8;22.4;20.7;27;6.4
3227;92.1;23.6;21.3;12.2;90.8;22.4;20.7;26.9;6.4
3228;92.1;23.6;21.3;12.2;90.8;22.4;20.7;26.9;6.4
3229;92.1;23.6;21.3;12.1;90.8;22.4;20.6;26.9;6.4
3230;92.1;23.6;21.3;12.1;90.8;22.3;20.6;26.8;6.4
3231;92.1;23.6;21.3;12.1;90.7;22.3;20.6;26.8;6.4
3232;92.1;23.6;21.3;12.1;90.7;22.3;20.6;26.8;6.9
3233;92.1;23.5;21.3;12.1;90.7;22.3;20.5;26.7;6.9
3234;92.1;23.5;21.3;12.1;90.7;22.3;20.4;26.7;6.9
3235;92.1;23.5;21.3;12;90.7;22.2;20.4;26.7;7.1
3236;92;23.5;21.2;12;90.7;22.2;20.4;26.6;7.4
3237;92.1;23.5;21.2;12;90.6;22.2;20.4;26.7;7.9
3238;92;23.4;21.2;12;90.6;22.2;20.4;26.6;7.9
3239;92;23.5;21.2;12;90.6;22.2;20.3;26.6;8.5
3240;92;23.5;21.2;12;90.6;22.2;20.3;26.6;9
3241;92;23.4;21.2;12;90.6;22.1;20.3;26.6;9.5
3242;92;23.4;21.2;12;90.6;22.1;20.3;26.6;10.1
3243;92.1;23.4;21.2;12;90.6;22.2;20.3;26.5;10.6
3244;92.1;23.5;21.2;12;90.6;22.1;20.2;26.5;11.1
3245;92.1;23.5;21.2;12;90.6;22.1;20.3;26.6;11.1
3246;92.1;23.5;21.2;12;90.7;22.1;20.2;26.6;11.7
3247;92.1;23.5;21.2;12;90.7;22.1;20.3;26.6;12.2
3248;92.1;23.5;21.2;12;90.7;22.2;20.2;26.6;12.7
3249;92.2;23.5;21.2;12.1;90.8;22.2;20.2;26.6;12.9
3250;92.2;23.5;21.2;12.1;90.8;22.2;20.3;26.6;13.4
3251;92.2;23.6;21.2;12.1;90.8;22.2;20.3;26.6;14.2
3252;92.3;23.6;21.2;12.1;90.9;22.2;20.3;26.7;14.9
3253;92.3;23.6;21.2;12.1;91;22.3;20.4;26.7;15.4
3254;92.3;23.6;21.2;12.1;91.1;22.3;20.4;26.7;15.9
3255;92.4;23.6;21.2;12.2;91.1;22.3;20.4;26.8;16.7
3256;92.4;23.7;21.2;12.2;91.2;22.4;20.5;26.8;17.5
3257;92.5;23.7;21.2;12.2;91.3;22.4;20.5;26.8;18.1
3258;92.5;23.8;21.2;12.2;91.4;22.4;20.6;26.9;18.6
3259;92.5;23.8;21.3;12.3;91.4;22.5;20.6;26.9;19.1
3260;92.6;23.8;21.3;12.3;91.5;22.5;20.7;26.9;19.7
3261;92.6;23.9;21.3;12.3;91.6;22.6;20.7;27;20.2
3262;92.7;23.9;21.3;12.4;91.7;22.6;20.8;27.1;21.1
3263;92.7;24;21.3;12.4;91.8;22.6;20.9;27.2;21.8
3264;92.8;24;21.4;12.5;91.9;22.7;21;27.2;22.5
3265;92.9;24.1;21.4;12.5;92;22.7;21;27.3;23.4
3266;92.9;24.1;21.3;12.5;92.2;22.8;21.1;27.3;24.5
3267;93;24.2;21.4;12.6;92.3;22.8;21.2;27.4;25.3
3268;93;24.2;21.4;12.6;92.4;22.9;21.2;27.5;26.2
3269;93.1;24.3;21.4;12.7;92.5;22.9;21.3;27.5;27.2
3270;93.2;24.4;21.4;12.8;92.7;23;21.4;27.6;28.2
3271;93.2;24.4;21.4;12.8;92.8;23;21.4;27.7;29.3
3272;93.3;24.5;21.5;12.8;93;23.1;21.5;27.8;30.3
3273;93.4;24.5;21.5;12.9;93.1;23.2;21.6;27.9;31.5
3274;93.5;24.6;21.5;12.9;93.3;23.2;21.7;27.9;32.9
3275;93.5;24.6;21.5;13;93.4;23.3;21.8;28;34.1
3276;93.6;24.7;21.5;13;93.6;23.4;22;28.1;35.6
3277;93.7;24.8;21.5;13.1;93.8;23.4;22.1;28.2;36.7
3278;93.8;24.9;21.6;13.2;93.9;23.5;22.1;28.3;38.1
3279;93.8;24.9;21.6;13.2;94;23.5;22.2;28.4;39.4
3280;93.9;25;21.6;13.3;94.2;23.6;22.3;28.5;40.9
3281;94;25;21.6;13.3;94.3;23.7;22.4;28.6;42
3282;94.1;25.1;21.7;13.4;94.5;23.8;22.6;28.7;43.6
3283;94.2;25.2;21.7;13.5;94.7;23.8;22.7;28.8;45.3
3284;94.2;25.3;21.7;13.5;94.9;23.9;22.8;28.9;47.2
3285;94.3;25.3;21.7;13.6;95.1;24;22.9;29;49.4
